Sara Loren	Living people, Pakistani movie actors
Georgia at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in Georgia (country)
France at the 2018 Winter Paralympics	Sport in France, Nations at the 2018 Winter Paralympics
Finland at the 2018 Winter Paralympics	Sport in Finland, Nations at the 2018 Winter Paralympics
Estonia at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in Estonia
Denmark at the 2018 Winter Paralympics	Sport in Denmark, Nations at the 2018 Winter Paralympics
Czech Republic at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in the Czech Republic
Croatia at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in Croatia
China at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in China
Chile at the 2018 Winter Paralympics	Sport in Chile, Nations at the 2018 Winter Paralympics
United States at the 2018 Winter Paralympics	Sports in the United States, Nations at the 2018 Winter Paralympics
Uzbekistan at the 2018 Winter Paralympics	Sport in Uzbekistan, Nations at the 2018 Winter Paralympics
Ukraine at the 2018 Winter Paralympics	Sport in Ukraine, Nations at the 2018 Winter Paralympics
Turkey at the 2018 Winter Paralympics	Sport in Turkey, Nations at the 2018 Winter Paralympics
Switzerland at the 2018 Winter Paralympics	Sport in Switzerland, Nations at the 2018 Winter Paralympics
Sweden at the 2018 Winter Paralympics	Sport in Sweden, Nations at the 2018 Winter Paralympics
Spain at the 2018 Winter Paralympics	Sport in Spain, Nations at the 2018 Winter Paralympics
South Korea at the 2018 Winter Paralympics	Sport in South Korea, Nations at the 2018 Winter Paralympics
Slovenia at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in Slovenia
Slovakia at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in Slovakia
Serbia at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in Serbia
Romania at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in Romania
Poland at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in Poland
Neutral Paralympic Athletes at the 2018 Winter Paralympics	Sport in Russia, Nations at the 2018 Winter Paralympics
Norway at the 2018 Winter Paralympics	Sport in Norway, Nations at the 2018 Winter Paralympics
North Korea at the 2018 Winter Paralympics	Sport in North Korea, Nations at the 2018 Winter Paralympics
New Zealand at the 2018 Winter Paralympics	Sport in New Zealand, Nations at the 2018 Winter Paralympics
Netherlands at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in the Netherlands
Mongolia at the 2018 Winter Paralympics	Nations at the 2018 Winter Paralympics, Sport in Mongolia
Mexico at the 2018 Winter Paralympics	Sport in Mexico, Nations at the 2018 Winter Paralympics, 2018 in Mexico
Canada at the 2018 Winter Paralympics	Sport in Canada, Nations at the 2018 Winter Paralympics
Jedek language	Austro-Asiatic languages
Justin Allgaier	1986 births, Living people, American racecar drivers, NASCAR drivers
Lowest common denominator	Algebra
Elise Christie	1990 births, Living people, British Olympians, Scottish sportspeople
Kenneth Haigh	1931 births, 2018 deaths, Deaths from cerebral edema, English movie actors, English television actors, English stage actors, Actors from Yorkshire
Jeff Bell	1943 births, 2018 deaths, Deaths from myocardial infarction, Cardiovascular disease deaths in New Jersey, Politicians from Washington, D.C., Writers from Washington, D.C., Politicians from New Jersey, Writers from New Jersey, US Republican Party politicians
Vic Damone	1928 births, 2018 deaths, Deaths from respiratory failure, Disease-related deaths in Florida, American television actors, American television personalities, American radio personalities, American pop singers, American singer-songwriters, Singers from New York City, Writers from New York City, Actors from New York City
Alfonso Lacadena	1964 births, 2018 deaths, Deaths from lymphoma, Spanish writers, Spanish educators, European anthropologists
Giuseppe Galasso	1929 births, 2018 deaths, Deaths from prostate cancer, Politicians from Rome, Italian historians, Writers from Rome
Jon D. Fox	1947 births, 2018 deaths, Deaths from liver cancer, Cancer deaths in Pennsylvania, United States representatives from Pennsylvania, US Republican Party politicians
Nguyễn Thị Doan	Vice Presidents of Vietnam, Living people, 1951 births
Fethia Mzali	1927 births, 2018 deaths, Educators, Deaths from congestive heart failure, Tunisian politicians, Civil servants
Daryle Singletary	1971 births, 2018 deaths, Deaths from blood clot, American country singers, American singer-songwriters, Singers from Georgia (U.S. state), Writers from Georgia (U.S. state), People from Cairo, Georgia
Luo Haocai	1934 births, 2018 deaths, Chinese politicians, Chinese academics, Judges
2016 Donald Trump Chicago rally protest	Donald Trump, Bernie Sanders, 2016 in Chicago, Protests in the 2010s
Hua Chenyu	1990 births, Living people, Chinese singers
Tanya Monro	1973 births, Living people, Australian scientists
Korea at the 2018 Winter Paralympics	Sport in South Korea, Sport in North Korea, Nations at the 2018 Winter Paralympics
Tijana Bogićević	Living people, 1981 births, Pop singers
Sherron Watkins	1959 births, Businesspeople from Texas, Living people
Philip H. Hilder	Living people
Lee Tamahori	1950 births, Living people, New Zealand Māori people, James Bond movie directors, New Zealand movie directors
Stamp Act 1765	Stamp Act (1765), 1765, 1760s in the Thirteen Colonies, 1760s in the Kingdom of Great Britain
DirecTV	Television, American technology companies
Better Business Bureau	Non-profit organizations of the United States, 1912 establishments in the United States
Kya Hal Mister Panchal (TV Series)	Indian television series, 2017 Indian television series debuts
Jiji Maa	Indian television series, 2017 Indian television series debuts
Richard Basehart	Actors from Ohio, People from Zanesville, Ohio, 1914 births, American television actors, American movie actors
Voyage To The Bottom Of The Sea	American television series, English-language television programs
Har Shaakh Pe Ullu Baithaa Hai	Hindi-language television series, 2018 establishments in India, 2018 television series debuts
Xbox One X	Microsoft video games
Avinesh Rekhi	Living people, 1984 births, Indian actors
February 2018 Israel–Syria incident	2018 in Asia, 2010s in Israel, History of Syria, February 2018 events, Golan Heights, Conflicts, Military
Joseph Bonnel	1939 births, 2018 deaths, French footballers
Newton Morton	1929 births, 2018 deaths, American geneticists, Scientists from New Jersey, People from Camden, New Jersey
Ben Agajanian	1919 births, 2018 deaths, American football placekickers, Deaths from cardiopulmonary arrest, Cardiovascular disease deaths in California, Philadelphia Eagles players, Pittsburgh Steelers players, Los Angeles Rams players, New York Giants players, Green Bay Packers players, Oakland Raiders players, San Diego Chargers players, Sportspeople from California
Anne Treisman	1935 births, 2018 deaths, Naturalized citizens of the United States, American psychologists, American educators, Writers from Yorkshire, Writers from New York City
Grant McBride	1949 births, 2018 deaths, Deaths from Alzheimer's disease, Disease-related deaths in Sydney, Politicians from Sydney
Josefina Samper	1927 births, 2018 deaths, Spanish journalists, Feminists, Writers from Madrid
1844 United States presidential election	1844, United States presidential elections, 1840s in the United States
Henrik, Prince Consort of Denmark	1934 births, 2018 deaths, Deaths from pneumonia, Deaths from lung cancer, Deaths from dementia, Danish royalty, Danish poets, French poets, French military people
Michael Mullen	1946 births, Military people from California, Living people
Imam Muslim	Muslims, History of Islam, Hadith scholars
Josiah Henson	1789 births, 1883 deaths, Writers from Maryland
Rombach-le-Franc	Communes in Haut-Rhin
Lawrence Hill	1957 births, Living people, Canadian novelists, Writers from Toronto
Snowdrop	Asparagales
Wayback Machine	Websites
Ishq Subhan Allah	Hindi-language television series, Indian television series, 2018 Indian television series debuts, 2018 establishments in India
Luyana language	Niger-Congo languages
Johnny Sauter	Racecar drivers
Union Carbide	Chemistry, Companies of the United States
Lozi people	Ethnic groups in Africa, Angolan people, Botswana people, Namibian people, Zambia
Cyril Ramaphosa	1952 births, Living people, Presidents of South Africa, South African businesspeople, African Union chairpersons, Activists, Current national leaders
Débora Pérez Volpin	1967 births, 2018 deaths, Argentine politicians, Argentine journalists, People from Buenos Aires
Martin van der Borgh	1934 births, 2018 deaths, Deaths from stroke, Dutch cyclists, Sportspeople from Limburg (Netherlands)
Sadako Ogata	1927 births, 2019 deaths, Japanese diplomats, United Nations High Commissioners for Refugees, Japanese educators
Thorvald Stoltenberg	1931 births, 2018 deaths, Norwegian politicians, Ambassadors of Norway, United Nations High Commissioners for Refugees
Morgan Tsvangirai	1952 births, 2018 deaths, Deaths from colorectal cancer, Prime Ministers of Zimbabwe, Ambassadors
Tito Francona	1933 births, 2018 deaths, Deaths from natural causes, Disease-related deaths in Pennsylvania, Baltimore Orioles players, Chicago White Sox players, Detroit Tigers players, Cleveland Indians players, St. Louis Cardinals players, Philadelphia Phillies players, Atlanta Braves players, Oakland Athletics players, Milwaukee Brewers players, Sportspeople from Pennsylvania
Antoni Krauze	1940 births, 2018 deaths, Deaths from myocardial infarction, Polish movie directors, Polish screenwriters, People from Warsaw
Stoneman Douglas High School shooting	2018 crimes in the United States, 2018 in Florida, Attacks on buildings and structures in 2018, Crime in Florida, Deaths by firearm in Florida, February 2018 events, Massacres in the United States, School shootings in the United States
Northern Illinois University shooting	Massacres in the United States, Murder-suicides in the United States, Murders by firearm in the United States, Suicides by firearm in the United States, 2008 in Illinois
Alea iacta est	Latin phrases
Marjory Stoneman Douglas	1890 births, 2018 deaths, Deaths from natural causes, Disease-related deaths in Florida, American centenarians, American journalists, American feminists, American environmentalists, Writers from Miami, Florida, Writers from Minneapolis, Minnesota
Inflection point	Geometry
Falcon Heavy	Rockets, 2018, SpaceX, United States, Spacecraft
Lerone Bennett Jr.	1928 births, 2018 deaths, Deaths from vascular dementia, Disease-related deaths in Chicago, Illinois, American editors, American educators, American historians, Writers from Mississippi
Bob Eubanks	1938 births, Living people, American television personalities, American radio personalities, American game show hosts, Entertainers from Michigan, People from Flint, Michigan, Emmy Award winners
Symbol rate	Telecommunications
Mysterious Skin	2004 drama movies, American drama movies, Dutch drama movies, American independent movies, Movies about child sexual abuse
Mastercard	Companies of the United States, American financial companies, 1966 establishments in the United States, 1960s establishments in New York (state)
Level-5	Video game companies, Technology companies of Japan
University of Bern	1834 establishments in Europe, Colleges and universities in Switzerland, Bern, 19th century establishments in Switzerland
Émile Baudot	1845 births, 1903 deaths, French engineers, French inventors
Ernest P. Worrell	Fictional characters, Fictional American people, Animated characters
Vest	Clothing
Hwebul	Korean culture
Don Carter (businessman)	1933 births, 2018 deaths, Businesspeople from Arkansas, People from Little Rock, Arkansas, Businesspeople from Dallas, Texas
Abdon Alinovi	1923 births, 2018 deaths, Deaths from Alzheimer's disease, Italian politicians, Communists
Multan Sultans	Pakistan Super League, 2017 establishments in Asia
Battle of Hill 60 (Western Front)	Battles of the Western Front (World War I), 1910s in Belgium, 1915 in Europe
Sunan ibn Majah	Hadith Books
Nested radical	Algebra
Operand	Algebra, Mathematical notation
Mentorship	Management, Learning, Training
Don't Forget	2008 albums
Vestas	Wind energy, Denmark, Companies, 1945 establishments in Europe
Saadia Sohail Rana	1968 births, Living people
Rukhsana Kokab	1954 births, Living people
Raheela Yahya Munawar	1957 births, Living people
Raheela Naeem	1976 births, Living people
Raheela Anwar	1956 births, Living people
Pakistan Secretariat	Government of Pakistan
Jim Bridwell	1944 births, 2018 deaths, Deaths from hepatitis, Disease-related deaths in California, Sportspeople from California, Writers from California
Prescott, Arizona	Cities in Arizona, County seats in Arizona
Fifty Shades Darker (movie)	2017 movies, 2010s romantic drama movies, American romantic drama movies
Michael Crouch	1933 births, 2018 deaths, Deaths from Parkinson's disease, Australian businesspeople, People from Sydney
2018 Winter Paralympics	2018 Winter Paralympics
Eastern Front (World War II)	World War II
Ibn Majah	Muslims, History of Islam, Hadith scholars
Muskaan	Hindi-language television series, 2018 television series debuts
Flag of San Marino	National flags, San Marino
Flag of Colombia	National flags, Colombia, 1861 establishments, 19th-century establishments in Colombia
Roggenhouse	Communes in Haut-Rhin
North Ridgeville, Ohio	Cities in Ohio
Jacobsen syndrome	genetic disorders, Blood disorders, Syndromes
Marie Émilie de Joly de Choin	1670 births, 1732 deaths, French people, House of Bourbon, French nobility
Fossil word	Vocabulary
Sohaagi Sindoor	Indian television series
Madina Nalwanga	2000 births, Living people, Ugandan people, Actors
Central business district	Neighborhoods
Xinyi District	Districts, Taipei
2018 Oaxaca earthquake	February 2018 events, 2018 earthquakes, Earthquakes in Mexico, Oaxaca, 2018 in Mexico
Tranquillo Cremona	1837 births, 1878 deaths, Deaths from bowel obstruction, Italian painters, People from Pavia
Checking account	Finance
Biathlon at the 2018 Winter Paralympics	Sports at the 2018 Winter Paralympics, Skiing
Snowboarding at the 2018 Winter Paralympics	Sports at the 2018 Winter Paralympics
Wheelchair curling at the 2018 Winter Paralympics	Sports at the 2018 Winter Paralympics
Brera Academy	Colleges and universities in Italy, Art museums in Italy, 1776 establishments, 18th century establishments in Italy, 1770s establishments in Europe
Abolfazl Anvari	1938 births, 2018 deaths, Iranian sportspeople, Wrestlers
Pier Paolo Capponi	1938 births, 2018 deaths, Italian movie actors, Italian television actors, Italian screenwriters
Heli Lääts	1932 births, 2018 deaths, Estonian people, Pop singers
Hans Rinner	1963 births, 2018 deaths, Deaths from pancreatic cancer, Austrian businesspeople
Blas Calzada Terrados	1937 births, 2018 deaths, Deaths from stomach cancer, Spanish economists, Spanish writers, People from Madrid
Idrissa Ouédraogo	1954 births, 2018 deaths, Burkinabé people, Movie directors, Movie producers, Screenwriters
Emmanuele Kanyama	1962 births, 2018 deaths, Malawian people, Roman Catholic bishops, Deaths from diabetes
Flag of Georgia (country)	National flags, Georgia (country)
Puerto Rico FC	2015 establishments in North America, American soccer teams, Sports in Puerto Rico, 2010s establishments in the United States, Establishments in Puerto Rico
Didier Lockwood	1956 births, 2018 deaths, Deaths from myocardial infarction, French musicians, Jazz musicians, Rock musicians, Violinists
Khatumo State	Khatumo, Dependent territories
Wildflowers (Tom Petty album)	1994 albums, Tom Petty
Nimki Mukhiya	Indian television series, 2017 Indian television series debuts
Saam Daam Dand Bhed (TV Series)	Hindi-language television series, Indian television series, 2017 Indian television series debuts
Triacontagon	Polygons
Tetracontagon	Polygons
Take It Off	Kesha songs, 2010 songs, Dance-pop songs, Pop songs, Songs about sexuality
Below Her Mouth	2016 romance movies, 2016 drama movies, 2010s romantic drama movies, 2010s LGBT movies, Canadian drama movies, Canadian LGBT movies, Canadian romance movies
Giuseppe Bertini	Italian painters, People from Milan, 1825 births, 1898 deaths
International Standard Name Identifier	Databases, Publishing
Union List of Artist Names	Databases, Art
Giovanni Carnovali	Italian painters, People from Lombardy, 1804 births, 1874 deaths
Animal Rights Militia	Animal rights
Zvi Arad	2018 deaths, 1942 births, Israeli scientists, Israeli academics, Mathematicians, People from Tel Aviv
Pavel Panov	1950 births, 2018 deaths, Deaths from myocardial infarction, Bulgarian footballers, Bulgarian football managers
Thermochromism	Materials science
Verdabbio	Former municipalities of Graubünden
Adhyapak Shakti Manch	Delhi, Unions, Education in India, 2016 establishments in India
MGR Anna Dravida Munnetra Kazhagam	Political parties in Tamil Nadu
Pete Buttigieg	1982 births, Living people, 2020 United States presidential candidates, American mayors, American military people, Gay men, LGBT politicians, LGBT people from Indiana, People from South Bend, Indiana, Politicians from Indiana, US Democratic Party politicians, United States Secretaries of Transportation
Peter Rabbit (movie)	2018 comedy movies, 2010s adventure movies, 2018 animated movies, American comedy movies, American adventure movies, American animated movies, Australian comedy movies, Movies set in London, Movies based on books, Movies directed by Will Gluck
Herschell Gordon Lewis	1926 births, 2016 deaths, American movie directors, American movie producers, American movie actors, American cinematographers, American educators, Actors from Philadelphia, Pennsylvania, Writers from Philadelphia, Pennsylvania
Yoshiko Kuga	1931 births, Living people, Japanese movie actors, Actors from Tokyo
Cross-cultural communication	Communication
Système universitaire de documentation	Databases, Libraries in Europe
Once Were Warriors (movie)	1994 drama movies, New Zealand movies, Movies based on books, Movies directed by Lee Tamahori
Snowmass, Colorado	Unincorporated communities in Colorado
Pitkin County, Colorado	Colorado counties
Manoj Kumar (actor)	Indian actors
Istituto Centrale per il Catalogo Unico	Libraries in Europe
Kudamurutti River	Rivers of Tamil Nadu
Paul Konerko	Living people, 1976 births, American baseball players, Sportspeople from Rhode Island, People from Providence, Rhode Island, Chicago White Sox players, Cincinnati Reds players, Los Angeles Dodgers players
Para-Nordic skiing	Paralympic Games, Skiing
Wheelchair curling	Paralympic Games, Winter sports
Para-snowboarding	Winter sports, Paralympic Games
Financial regulation	Finance, Law
Kalapani	Nepal, Territorial disputes of India
Mountain pine beetle	Polyphaga, Agricultural pests
Anthony Cumia	1961 births, Living people, American comedians, Internet celebrities, American radio personalities, People from New York
Scuol	Municipalities of Graubünden, Ski areas and resorts in Switzerland, Spa towns
Tom Brewer	1931 births, 2018 deaths, Boston Red Sox players, Sportspeople from North Carolina
Orlando Cepeda	1937 births, Living people, San Francisco Giants players, St. Louis Cardinals players, Atlanta Braves players, Oakland Athletics players, Boston Red Sox players, Kansas City Royals players, Puerto Rican people
Satellite Awards	Movie awards, Entertainment awards, 1997 establishments
Teresa Gisbert Carbonell	1926 births, 2018 deaths, Bolivian people, Historians, Artists, Architects
Peggy Cooper Cafritz	1947 births, 2018 deaths, Deaths from pneumonia, American educators, American civil rights activists, American philanthropists, Writers from Alabama, Writers from Washington, D.C., People from Mobile, Alabama
Tourist attraction	Tourism
Sokoto River	Rivers of Nigeria
Rima River	Rivers of Nigeria
Zauro polder project	Geography of Nigeria
Goulbi de Maradi River	Rivers of Africa, Geography of Nigeria, Geography of Niger
Tōta Kaneko	1919 births, 2018 deaths, Deaths from pneumonia, Disease-related deaths in Japan, Japanese writers
Zigmas Zinkevičius	1925 births, 2018 deaths, Deaths from heart failure, Lithuanian people, Historians, Lithuanian educators
Kevin Zinger	Living people, American movie producers
Manohar Parrikar	1955 births, 2019 deaths, Deaths from pancreatic cancer, Indian politicians, Bharatiya Janata Party politicians
Barry Crimmins	1953 births, 2018 deaths, Cancer deaths in New York, American movie actors, American political writers, Comedians from New York, Writers from New York, Actors from New York, People from Kingston, New York, People from Syracuse, New York, American stand-up comedians, American television personalities, Comedians from Massachusetts
Steven Wright	Academy Award winners, 1955 births, Living people, American movie actors, American television actors, American voice actors, American television writers, American screenwriters, American movie producers, Actors from Massachusetts, Writers from Massachusetts, Comedians from Massachusetts, People from Cambridge, Massachusetts
Tom Landry	1924 births, 2000 deaths, Deaths from leukemia, Cancer deaths in Texas, American football coaches, New York Giants players, Sportspeople from Texas
Institute for Advanced Technology in the Humanities	Databases, Libraries in the United States, Colleges and universities in Virginia, 1992 establishments in the United States, 20th-century establishments in Virginia
Northern California	Geography of California
Pen y Fan	Mountains of the United Kingdom, Geography of Wales
LIBRIS	Libraries in Europe, Databases
Wild Fire (band)	American rock bands
Manila International Airport	Airports in Asia, Transport in the Philippines
French Southern and Antarctic Lands	French Southern and Antarctic Lands
South Wales	Geography of Wales
Sajid Nawaz	1975 births, Living people, Pashtun people, People from Peshawar
Arnold Henry Guyot	1807 births, 1884 deaths, American geologists, American geographers, Canton of Neuchâtel
Triacontadigon	Polygons
Orlando Jones	1968 births, African American actors, American movie actors, American television actors, American voice actors, Living people, Actors from Alabama, Actors from South Carolina, American comedians
Vertex	Geometry
Ischgl	Cities and towns in Tyrol (state), Ski areas and resorts in Austria
Possessive case	Linguistics, Pronouns
Zulfiqar Ghouri	1955 births, Living people, Pakistani politicians
Zafar Iqbal (politician)	1959 births, Living people, Pakistani politicians
Sahibzada Ishaq Zafar	Azad Kashmir, Pakistani politicians, Year of birth missing, Possibly living people
Zakia Shahnawaz Khan	1946 births, Living people, Pakistani politicians
Zulfiqar Ali Khan (politician)	1954 births, Living people, Pakistani politicians
Music of Austria	Music by nationality
Abdilaqim Ademi	1969 births, 2018 deaths, Civil servants
Osvaldo Suárez	1934 births, 2018 deaths, Olympians, Sportspeople from Buenos Aires
Beebe Freitas	1938 births, 2018 deaths, American pianists, American educators, Deaths from congestive heart failure, Singers from Ohio, Musicians from Ohio, Writers from Ohio, Singers from Hawaii, Musicians from Hawaii, Writers from Hawaii, People from Youngstown, Ohio
Georgi Markov (footballer)	1972 births, 2018 deaths, Deaths from myocardial infarction, Bulgarian footballers
Christmas fern	Pteridophyta
Khola Amjad	1952 births, Living people
Montreat, North Carolina	Towns in North Carolina
Andrew Yang	1975 births, Living people, American political writers, American political commentators, Businesspeople from New York City, Writers from New York City, Politicians from New York City, 2020 United States presidential candidates, People from Schenectady, New York, US Democratic Party politicians
Schenectady, New York	Cities in New York, County seats in New York
Tom Benson	1927 births, 2018 deaths, Deaths from influenza, Businesspeople from New Orleans, Louisiana, American philanthropists
Neptune City, New Jersey	Boroughs in New Jersey, Monmouth County, New Jersey
2009 attack on the Sri Lanka national cricket team	Terrorist incidents in the 2000s, 2009 in Asia, 21st century in Sri Lanka, 2000s in Pakistan, March events, 2009 crimes
Tetradecagon	Polygons
Nonagon	Polygons
Chiliagon	Polygons
Harry Potter and the Philosopher's Stone (movie)	2001 movies, 2000s fantasy movies, 2000s adventure movies, American fantasy movies, American adventure movies, British fantasy movies, British adventure movies, Harry Potter movies, Movies based on books, Movies directed by Chris Columbus
Swiss Life	1857 establishments in Europe, Companies of Switzerland, Insurance companies, Zürich
Keserwan District	Lebanon, Districts
Abu Hanifah	Muslims, Theologians
Ramosch	Former municipalities of Graubünden
Tschlin	Former municipalities of Graubünden
Valsot	Municipalities of Graubünden, 2013 establishments in Switzerland
Sent	Former municipalities of Graubünden
Roppentzwiller	Communes in Haut-Rhin
Verbania	Cities in Piedmont, Capital cities in Italy
Irndorf	Tuttlingen
Jeyakumar Henry	Pages created with the Article Wizard from 2018, 1952 births, Living people
SWPS University	Colleges and universities in Poland, Warsaw, 1996 establishments in Europe, 1990s establishments in Poland
Mr. Checkout Distributors	2016 establishments in the United States, Companies of the United States, 2010s establishments in Florida
Third Party System	19th century in the United States
Hexagram	Symbols, Religious symbols
Kasam Tere Pyaar Ki	Hindi-language television series, 2016 Indian television series debuts
Perses (Titan)	Titans
Heptadecagon	Polygons
Cartoon Network Speedway	Racing video games, 2003 video games, Game Boy Advance games, Game Boy Advance-only games
Apollo command and service module	Apollo program, NASA spacecraft
AS-202	Spaceflight
Shahdara	Delhi
Lezgi language	Caucasian languages, Languages of Azerbaijan
Susch	Former municipalities of Graubünden
Tschierv	Former municipalities of Graubünden
Krokolithes	Fossils
Forges	1942 births, 2018 deaths, Deaths from pancreatic cancer, Cartoonists, People from Madrid
Richard E. Taylor	1929 births, 2018 deaths, Canadian educators, Canadian physicists, People from Alberta, Stanford University faculty
Okara, Pakistan	Cities in Pakistan
Régis Lacote	1972 births, Living people, Alumni of the École nationale de l'aviation civile, French businesspeople
Orly Airport	Airports in France, Buildings and structures in Paris
Gilles de Richemond	1972 births, Living people, Alumni of the Institut polytechnique des sciences avancées, French engineers
Julien Simon-Chautemps	1978 births, Living people, French sportspeople, Formula One people, Alumni of the Institut polytechnique des sciences avancées
Fagun Bou	Indian television series, 2018 Indian television series debuts
Cutoff frequency	Electronics
MacQueen's bustard	Birds of Pakistan
Tulipa sylvestris	Plants of Pakistan, Liliaceae, Flowers
Ringworm	Fungal diseases
Pashtun archery	Sport in Pakistan
On the Floor	2011 songs, Jennifer Lopez songs, Dance songs, Electro songs
Flag of Peru	National flags, Peru
Flag of Bolivia	National flags, Bolivia
Flag of Venezuela	National flags, Venezuela
Flag of Guyana	National flags, Guyana
Flag of Paraguay	National flags, Paraguay
Flag of Suriname	National flags, Suriname
Pentadecagon	Polygons
Flag of Saint Lucia	National flags, Saint Lucia
Flag of Costa Rica	National flags, Costa Rica
Flag of Panama	National flags, Panama
Flag of Cuba	National flags, Cuba
Rorschwihr	Communes in Haut-Rhin
Zernez	Municipalities of Graubünden
Time in Finland	Time by country, Finland
Time in Arizona	Time zones, Arizona
Sridevi	1963 births, 2018 deaths, Deaths from cardiac arrest, Accidental deaths by drowning, Indian movie actors, Indian movie producers
Enneadecagon	Polygons
Folco Quilici	1930 births, 2018 deaths, Deaths from stroke, Italian movie directors, Italian screenwriters
Alexander B. Morrison	1930 births, 2018 deaths, Naturalized citizens of the United States, Canadian scientists, American educators, American Christians, People from Edmonton
Tridecagon	Polygons
Don J. Briel	1947 births, 2018 deaths, Deaths from leukemia, American theologians, American Roman Catholics, Writers from California
Tony Singh	Canadian songwriters, Living people
Gerald Weiß	1960 births, 2018 deaths, German Olympians
Charles Pence Slichter	1924 births, 2018 deaths, Deaths from pneumonia, American physicists, Scientists from New York, People from Ithaca, New York
Jiichiro Date	1952 births, 2018 deaths, Deaths from myocardial infarction, Wrestlers, People from Ōita Prefecture, Japanese Olympic gold medalists
Herbert Ehrenberg	1926 births, 2018 deaths, German politicians
Agnieszka Kotulanka	1956 births, 2018 deaths, Drug-related deaths, Polish movie actors, Polish television actors, People from Warsaw
Emma Chambers	1964 births, 2018 deaths, Actors from Yorkshire, Deaths from myocardial infarction, English movie actors, English television actors, English voice actors
James Laxer	1941 births, 2018 deaths, Deaths from myocardial infarction, Canadian economists, Canadian educators, Writers from Montreal, Politicians from Montreal
Shmuel Auerbach	1931 births, 2018 deaths, Deaths from cardiovascular disease, Disease-related deaths in Israel, Israeli rabbis, People from Jerusalem
Óscar Julio Vian Morales	1947 births, 2018 deaths, Deaths from cancer, Guatemalan people, Roman Catholics
List of programs broadcast by Disney channel	Television series by Disney
Sunan an-Nasai	Hadith Books
Flag of Trinidad and Tobago	National flags, Trinidad and Tobago
Flag of Saint Vincent and the Grenadines	National flags, Saint Vincent and the Grenadines
Flag of El Salvador	National flags, El Salvador
Flag of Dominica	National flags, Dominica
Flag of Grenada	National flags, Grenada
Flag of Saint Kitts and Nevis	National flags, Saint Kitts and Nevis
Flag of South Korea	National flags, South Korea
Flag of North Korea	National flags, North Korea
Mayar Badhon (TV series)	Indian television series, 2017 Indian television series debuts
Anchiceratops	Ceratopsids
John Jacob Lavranos	1926 births, 2018 deaths, Deaths from stroke, South African people, Portuguese businesspeople, Botanists, Environmentalists
Gelterkinden	Municipalities of Basel-Landschaft
Müstair	Former municipalities of Graubünden
Milan Křížek	1926 births, 2018 deaths, Czech musicians, Czech educators, Violinists
Valiant (2005)	2005 movies, English-language movies
Jacques Dubochet	1942 births, Living people, Swiss scientists
Wellston, Ohio	Cities in Ohio
Rudy Regalado	1930 births, 2018 deaths, Deaths from pulmonary embolism, Disease-related deaths in California, Cleveland Indians players, Sportspeople from Los Angeles, California
Ainsley Gotto	1946 births, 2018 deaths, Cancer deaths in Sydney, Civil servants, Designers, Australian businesspeople, Writers from Queensland
Sahlay	Islam
Everybody Knows (Leonard Cohen song)	1988 songs, Leonard Cohen songs, Songs written by Leonard Cohen
Popular Problems	Leonard Cohen albums, 2014 albums
You Want It Darker (song)	Leonard Cohen songs
Various Positions	Leonard Cohen albums, 1984 albums
Dance Me to the End of Love	1984 songs, Leonard Cohen songs, Songs written by Leonard Cohen
I'm Your Man (Leonard Cohen song)	1988 songs, Leonard Cohen songs, Songs written by Leonard Cohen
I'm Your Man (Leonard Cohen album)	Leonard Cohen albums, 1988 albums
First We Take Manhattan	1986 songs, Leonard Cohen songs
The Future (Leonard Cohen album)	Leonard Cohen albums, 1992 albums
Suzanne (Leonard Cohen song)	1960s songs, Leonard Cohen songs, Songs written by Leonard Cohen
So Long, Marianne	1967 songs, Leonard Cohen songs, Songs written by Leonard Cohen
Songs of Leonard Cohen	1967 albums, Leonard Cohen albums
Take This Waltz (song)	1986 songs, Leonard Cohen songs
Bountiful, Utah	Cities in Utah
Kundo Phooler Mala	Indian television series, 2017 Indian television series debuts, 2018 television series endings, 2018 disestablishments in India
Pan-Africanism	Pan-Africanism
Diomedes	People in Greek mythology
Hexadecagon	Polygons
Parallelepiped	Polyhedra
Lulu Belle Madison White	1900 births, 1957 deaths, American civil rights activists, People from Texas
Pulaski, Tennessee	Cities in Tennessee, County seats in Tennessee
Flag of Kuwait	National flags, Kuwait
Pentacontagon	Polygons
Hexacontagon	Polygons
Enneacontagon	Polygons
Myrmidons	People in Greek mythology
Umm al-Quwain	Cities in the United Arab Emirates, Emirates of the United Arab Emirates
Pratidaan	2017 Indian television series debuts
