William Dampier	1651 births, 1715 deaths, English explorers, People from Somerset
Vellore	Cities in Tamil Nadu, Vellore District
Warangal	Cities in India
James Gillray	Cartoonists
The Elf on the Shelf	2004 books, Christmas
Debutante	Social groups
Fentanyl	Analgesics
Aube (river)	Rivers of France, Grand Est, Bourgogne-Franche-Comté
Terza rima	Poetry forms
Therapeutic index	Medicine
Geodetic datum	Coordinate systems, Cartography, Navigation, Geodesy
Sic semper tyrannis	Virginia, Latin state mottos of the United States
Karl Ernst von Baer	1792 births, 1876 deaths
European Russia	Geography of Russia
Foreign and Commonwealth Office	Departments of the United Kingdom Government
École nationale supérieure de mécanique et d'aérotechnique	Technical colleges and universities in France, 1948 establishments in Europe, Poitiers, 1940s establishments in France
Steg-Hohtenn	2009 establishments in Switzerland, Municipalities of Valais
Fuller House (TV series)	2016 establishments in the United States, 2016 television series debuts, 2010s American sitcoms, Television series about families, Television series about siblings, Television series set in San Francisco, Works about widowhood, Netflix original shows, English-language television programs
Italian Renaissance	Renaissance, 14th century in Europe, 15th century in Europe, 16th century in Italy, 17th century in Europe
Transiting Exoplanet Survey Satellite	NASA spacecraft, Satellites
Barron Hilton	1927 births, 2019 deaths, Deaths from natural causes in the United States, Disease-related deaths in Los Angeles, American philanthropists, American billionaires, Humanitarians, Businesspeople from Los Angeles, California, Businesspeople from Dallas, Texas
Machine learning	Artificial intelligence, Learning
Arrondissements of the Meurthe-et-Moselle department	Arrondissements of France
Indian Act	Law, 1876, 19th century in Canada
Mark-Paul Gosselaar	American television actors, American movie actors, Actors from Los Angeles, California, 1974 births, Living people
Arrondissement of Briey	Arrondissements of France, Grand Est
École nationale supérieure des mines d'Albi-Carmaux	Technical colleges and universities in France, 1993 establishments in France
Arrondissement of Lunéville	Arrondissements of France, Grand Est
Arrondissement of Nancy	Arrondissements of France, Grand Est
Lady Jane Grey (poem)	Epic poems
Chigger	Arachnids, Parasites
Arrondissement of Toul	Arrondissements of France, Grand Est
Mick Mulvaney	1967 births, Living people, People from Alexandria, Virginia, United States Special Envoy for Northern Ireland, American Roman Catholics, Directors of the Office of Management and Budget, Directors of the Consumer Financial Protection Bureau, Politicians from Virginia, United States representatives from South Carolina, US Republican Party politicians, South Carolina Republicans
Charles Zwick	1926 births, 2018 deaths, Cancer deaths in Florida, American economists, Directors of the Office of Management and Budget, People from Connecticut, US Democratic Party politicians
Series and parallel circuits	Electricity
Assassination of Andrei Karlov	2016 in Asia, Ankara, Crime in Turkey, December 2016 events, Murder in 2016, Murder in Asia, Murders by firearm, Terrorist incidents in 2016, Terrorist incidents in Asia in the 2010s
Chromebook	Laptops, Google
Gavialis	Gharials
Andrei Karlov	1954 births, 2016 deaths, Ambassadors of Russia, Assassinated people, Murders by firearm, Russian murder victims, Russian politicians
Jackson's Valley Campaign	American Civil War battles, 1862 in Virginia
Mattel	Companies of the United States, 1945 establishments in the United States
2016 United States presidential election in Florida	2016 United States presidential election by state, 2010s in Florida
2016 United States presidential election in New Jersey	2016 United States presidential election by state
2016 Berlin truck attack	2016 in Germany, 2010s crimes in Germany, 2010s murders in Europe, Attacks on buildings and structures in 2016, Attacks on buildings and structures in Germany, December 2016 events, History of Berlin, Islamic State, Islamic terrorist incidents in 2016, Islamic terrorist incidents in Europe, Mass murder in 2016, Mass murder in Germany, Religion in Germany, Terrorist incidents in Europe in 2016, Terrorist incidents in Germany, Terrorist incidents involving vehicular attacks
2016 Irkutsk mass methanol poisoning	2016 disasters, 2010s in Russia, December 2016 events, 2010s disasters in Asia
2015 Kyrgyz parliamentary election	2015 elections, Kyrgyzstan
Kyrgyzstan Party	2015 establishments in Asia, Political parties, Kyrgyzstan
Branchiobdellida	Annelids
Patrick H. Grace	1832 births, 1896 deaths, United States Navy Medal of Honor recipients, Year of birth unknown
Kelly (name)	Surnames, Given names
Joanne Dru	American television actors, American stage actors, American movie actors, 1922 births, 1996 deaths
All the King's Men (1949 movie)	1949 movies, 1940s drama movies, American drama movies, Movies based on books, Movies directed by Robert Rossen
The Waste Land	Poems
Monster High	2010 establishments in the United States, Dolls
Azərpoçt	1999 establishments in Asia, Postal service, Companies of Asia, Companies of Europe, Economy of Azerbaijan, 20th century establishments in Azerbaijan
2012 Stanley Cup Finals	Stanley Cup Finals, 2012 in ice hockey, Ice hockey competitions, May 2012 events, June events, New Jersey Devils, 2012 in the United States, 2010s in Los Angeles, California, 2010s in New Jersey
Mevlut Mert Altintas	1994 births, 2016 deaths, Assassins, Police officers, Turkish people
Arrondissements of the Moselle department	Arrondissements of France
Chad Robinson	1980 births, 2016 deaths, Australian rugby league players, Sportspeople from Sydney
Significant figures	Numbers, Measurement
Institut national polytechnique de Toulouse	Technical colleges and universities in Toulouse, 1969 establishments in Europe, 1960s establishments in France
Arrondissement of Forbach-Boulay-Moselle	Arrondissements of France, Grand Est
Bamburgh Castle	Listed buildings, Northumberland, Castles in England
Arrondissement of Sarrebourg-Château-Salins	Arrondissements of France, Grand Est
Arrondissement of Sarreguemines	Arrondissements of France, Grand Est
Arrondissement of Thionville	Arrondissements of France, Grand Est
Christmas truce	World War I, Christmas
Kellyanne Conway	US Republican Party politicians, Politicians from New Jersey, 1967 births, Living people
Arrondissement of Metz	Arrondissements of France, Grand Est
Ashwaq Moharram	Yemeni people, Living people, Physicians, BBC 100 Women
Mobile operating system	Operating systems
Dunstanburgh Castle	Castles in England, Northumberland, 14th century establishments in England, 1313 establishments, 1310s establishments in Europe
Oberstdorf	Oberallgäu
Saksri Sriaksorn	1937 births, 2005 deaths
The Grand Tour (TV series)	British television series, English-language television programs
Doaa el-Adl	Living people, Egyptian people, Cartoonists, BBC 100 Women
Jair Bolsonaro	1955 births, Living people, Presidents of Brazil, Current national leaders, Anti-Communists, Roman Catholics
Independiente Medellín	Colombian football clubs, 1913 establishments in South America, 1910s establishments in Colombia
List of attacks on U.S. territory	United States-related lists, History-related lists
Drum machine	Drum machines
100 Women (BBC)	2013 establishments in the United Kingdom, BBC 100 Women, Awards
Riham El Hour	1977 births, Living people, Cartoonists, Moroccan writers, BBC 100 Women
Swissair Flight 111	1998 in North America, Aviation disasters in the 1990s, Disasters in Canada, September events
Unary function	Mathematics
Arity	Logic, Mathematics, Computer science
Institut catholique d'arts et métiers	Technical colleges and universities in France, 1898 establishments in Europe, Lille, Nantes, Toulouse, 1890s establishments in France
Fore-and-aft rig	Sailing, Boats
Sloop	Sailing, Boats
East Croydon station	1841 establishments in Europe, 1840s establishments in England
Courage in Journalism Award	Journalism awards
Brig	Sailing, ships
1956 Grand Canyon mid-air collision	Aviation disasters in the United States, 1956 in the United States, 20th century in Arizona
Glyfada	Athens
Shelby County, Tennessee	Tennessee counties
Cutter (boat)	Sailing, Ships
Plastic wrap	Polymer chemistry, Materials
Bad Moms	2016 comedy movies, American comedy movies, English-language movies, Movies about dysfunctional families, 2010s feminist movies
Unterbäch	Municipalities of Valais
Wiler (Lötschen)	Municipalities of Valais
Carshalton railway station	1868 establishments in the United Kingdom, 1860s establishments in England, Railway stations opened in 1868
Beah Richards	American television actors, American stage actors, American movie actors, Actors from Mississippi, 1920 births, 2000 deaths, People from Vicksburg, Mississippi, Emmy Award winning actors
ER (TV series)	1994 American television series debuts, 2009 American television series endings, 1990s American drama television series, 1990s American workplace television series, 1990s medical television series, 2000s American drama television series, 2000s American workplace television series, 2000s medical television series, American medical television series, American workplace drama television series, Emmy Award winning programs, English-language television programs
ZooParc de Beauval	1980 establishments in France, Zoos, Centre-Val de Loire
Jib	Sailing
Brian (name)	Given names, Surnames
LaMia Airlines Flight 2933	Aviation disasters in the 2010s, November 2016 events, 2010s in South America, History of Colombia
List of accidents and incidents involving commercial aircraft 1919 – 1959	Aviation disasters
List of accidents and incidents involving commercial aircraft 1960 – 1989	Aviation disasters
List of accidents and incidents involving commercial aircraft 1990 – 2021	Aviation disasters
Hurricane Otto	2016 in weather, Hurricanes, November 2016 events, History of Panama, History of Costa Rica, History of Nicaragua, 2016 in North America
NES Classic Edition	Nintendo video game consoles
Morton Sobell	1917 births, Living people, Engineers from New York, Criminals from New York City
Sumner Redstone	1923 births, 2020 deaths, American billionaires, American Jews, Businesspeople from Boston, Massachusetts, Businesspeople from Los Angeles, California
Sid Hartman	1920 births, 2020 deaths, American centenarians, American journalists, Writers from Minneapolis, Minnesota
Aharon Yehuda Leib Shteinman	1913 births, 2017 deaths, Deaths from respiratory failure, Belarusian Jews, Israeli centenarians, Israeli rabbis, Jewish centenarians, Naturalized citizens of Israel, People from Brest, Belarus, Polish Jews, Refugees from Nazism
Bob Dold	1969 births, Living people, Businesspeople from Illinois, United States representatives from Illinois, US Republican Party politicians, People from Evanston, Illinois
Jonas Mekas	1922 births, 2019 deaths, American movie directors, American poets, Lithuanian writers, Naturalized citizens of the United States
Camren Bicondova	1999 births, Living people, American television actors, American dancers, Models from San Diego, California, Actors from San Diego, California, American child actors
Institut national universitaire Jean-François Champollion	Technical colleges and universities in France, 2002 establishments in France
Desmond Morris	1928 births, Living people, English painters, British zoologists, British educators, Ethologists, People from Wiltshire
Clarel (poem)	Epic poems
Mauisaurus	Plesiosaurs
Dapedium	Extinct fish
Komlosaurus	Dinosaurs of Europe, Jurassic
Ludvik Dolezal	1956 births, 2016 deaths
Parts of a sail	Sailing
Pterygotus	Chelicerata, Arthropods, Extinct species
American Airlines Flight 96	Ontario, Disasters in Canada, 1972 in North America, Aviation disasters in the 1970s, 1970s in Canada, June events
Buriolestes	Sauropods
Lariniscotes	Fossils
Sonnet on the Great Suffering of Jesus Christ	Poems
Eurypterus	Chelicerata, Arthropods, Extinct species
64-bit computing	Computer science
Sutton Common railway station	1930 establishments in Europe, 1930s establishments in England
Singapore Airlines Flight 006	2000 in Asia, Aviation disasters in the 2000s, History of Singapore, 2000s in Taiwan, October events
LOT Polish Airlines Flight 16	2011 in Europe, Aviation, 21st century in Poland, Warsaw
Forestay	Sailing
Arrondissements of the Bas-Rhin department	Arrondissements of France, Grand Est
Šiprage	Settlements in Bosnia and Herzegovina
Kotor Varoš	Settlements in Bosnia and Herzegovina, Republika Srpska
Deck (ship)	Sailing, Ships
Vrbanja river	Rivers of Bosnia and Herzegovina
Wole Soyinka	1934 births, Living people, Nigerian writers, Playwrights, Poets
Vrbas (river)	Rivers of Bosnia and Herzegovina
Banja Luka	Cities in Bosnia and Herzegovina
Ugar (river)	Rivers of Bosnia and Herzegovina
Ilomska	Rivers of Bosnia and Herzegovina
Vlašić (mountain)	Geography of Bosnia and Herzegovina
Travnik	Settlements in Bosnia and Herzegovina
Central Bosnia Canton	Bosnia and Herzegovina
Arrondissement of Haguenau-Wissembourg	Arrondissements of France, Grand Est
Versace	1978 establishments in Europe, Italian fashion houses, 1970s establishments in Italy
Arrondissement of Molsheim	Arrondissements of France, Grand Est
Nanotyrannus	Cretaceous dinosaurs, Tyrannosaurids
Arrondissement of Saverne	Arrondissements of France, Grand Est
Bosniaks	Slavic peoples, Bosnia and Herzegovina people
Arrondissement of Sélestat-Erstein	Arrondissements of France, Grand Est
Arrondissement of Strasbourg	Arrondissements of France, Grand Est
Joe Ranft	1960 births, 2005 deaths, Movie directors from California, Pixar, American animators, American voice actors
Bosnian War	Wars, 1990s in Bosnia and Herzegovina
Flåm, Norway	Settlements in Norway
Laetitia Casta	1978 births, Living people, French models, French movie actors, French stage actors, French television actors, People from Normandy
Muck, Scotland	Geography of Scotland
North Rona	Geography of Scotland
Ischigualasto Provincial Park	Geography of Argentina, World Heritage Sites in South America
Martin Sjögren	1977 births, Living people, Swedish footballers
Port Mòr	Settlements in Scotland
Andrew Kishino	1970s births, Living people, American voice actors
Collonges, Switzerland	Municipalities of Valais
Dorénaz	Municipalities of Valais
List of protected areas of Bosnia and Herzegovina	Lists of national parks, Europe-related lists, Geography of Bosnia and Herzegovina
Sutjeska National Park	Geography of Bosnia and Herzegovina, IUCN Category II, National parks in Europe
Cockpit (sailing)	Sailing
Gummy bear	Candy
Kruševo Brdo	Settlements in Bosnia and Herzegovina, Villages in Europe
Misiones Department	Departments of Paraguay
Eigg	Inner and Outer Hebrides
Dayton S. Mak	1917 births, Living people, Ambassadors of the United States, American centenarians, Civil servants, People from Sioux Falls, South Dakota
Leah Bracknell	1964 births, 2019 deaths, Deaths from lung cancer, English movie actors, English television actors, British educators, Actors from London
Gord Downie	1964 births, 2017 deaths, Deaths from glioblastoma, Cancer deaths in Canada, Canadian rock musicians, Musicians from Ontario, Actors from Ontario, Writers from Ontario
Nobby Stiles	1942 births, 2020 deaths, English footballers, English football managers, Deaths from prostate cancer, Deaths from dementia, Manchester United F.C. players, Sportspeople from Manchester
Jill Gascoine	1937 births, 2020 deaths, Deaths from Alzheimer's disease, Disease-related deaths in Los Angeles, British movie actors, British television actors, British stage actors, Actors from London, Writers from London
Ian St John	1938 births, 2021 deaths, Liverpool F.C. players, People with cancer, Scottish footballers, Scottish football managers
Canna	Inner and Outer Hebrides
Rum (island)	Islands of Scotland
Sanday	Inner and Outer Hebrides
Raasay	Inner and Outer Hebrides
Gay Byrne	1934 births, 2019 deaths, Deaths from prostate cancer, Irish radio personalities, Irish television presenters, People from Dublin
Elizabeth Dawn	1939 births, 2017 deaths, Deaths from emphysema, English movie actors, English television actors, English stage actors, People with cancer, Actors from Leeds
Errol Christie	1963 births, 2017 deaths, Deaths from lung cancer, Cancer deaths in London, People with cancer, British boxers, Sportspeople from Leicester
Paul Rycaut	1629 births, 1700 deaths, British diplomats, Knights Bachelor
Cantor's theorem	Mathematics
Small Isles	Islands of Scotland
Lycorhinus	Heterodontosaurs, Jurassic dinosaurs
Concepción, Paraguay	Cities in Paraguay
Square rig	Sailing
Water Under the Bridge	Adele songs
Večići	Settlements in Bosnia and Herzegovina
Merchant vessel	Ships
Cvrcka	Rivers of Bosnia and Herzegovina
Vrbanjci	Settlements in Bosnia and Herzegovina
Bosanka (river)	Rivers of Bosnia and Herzegovina
Tony Atkinson	1944 births, 2017 deaths, Deaths from multiple myeloma, British economists, Welsh writers
Hilarion Capucci	1922 births, 2017 deaths, Activists, Archbishops, Eastern Catholics, Syrian Christians
Memo Morales	1937 births, 2017 deaths, Deaths from myocardial infarction, Venezuelan singers
Uzlomac	Mountains of Europe, Geography of Bosnia and Herzegovina
Yaakov Neeman	1939 births, 2017 deaths, Government ministers of Israel, Israeli academics, Israeli lawyers, Jewish academics, Jewish Israeli politicians, Jewish lawyers, People from Tel Aviv
Get Dumb	2007 songs
Small-cell carcinoma	Cancer
Ciarán Hinds	1953 births, Living people, Irish movie actors, Irish television actors, Irish stage actors, People from Belfast
Olivia (name)	Given names
Wonder Woman (2017 movie)	2017 movies, Warner Bros. movies, American superhero movies, American action movies, DC Extended Universe movies, 2010s superhero movies, Wonder Woman movies, 2010s feminist movies, Movies directed by Patty Jenkins
Muriel (name)	Surnames, Given names
Emmanuel Niyonkuru	1962 births, 2017 deaths, Deaths by firearm, Civil servants, Burundian people, Assassinated people, African businesspeople
Joseph A. Califano Jr.	1931 births, Living people, United States Secretaries of Health, Education, and Welfare, Politicians from New York City, US Democratic Party politicians
Usora (river)	Rivers of Bosnia and Herzegovina
Echinodon	Heterodontosaurs, Cretaceous dinosaurs
Mel Lopez	1935 births, 2017 deaths, Deaths from myocardial infarction, Mayors of Manila
Megalosauridae	Megalosauridae
François Chérèque	1956 births, 2017 deaths, Cancer deaths in France, Deaths from leukemia, People from Nancy, Trade unionists
Squash (drink)	Soft drinks
Viktor Tsaryov	1931 births, 2017 deaths, Russian footballers, Sportspeople from Moscow, Soviet sportspeople
Bogdan Tuszyński	1932 births, 2017 deaths, Disease-related deaths in Poland, Polish historians, Polish journalists, People from Łódź, Polish writers
Lateen	Sailing, ships
John Berger	Booker Prize winners, 1926 births, 2017 deaths, Artists from London, English painters, English poets, People from Hackney
Tacking (sailing)	Sailing
The Lego Ninjago Movie	2010s action movies, 2010s adventure movies, 2017 comedy movies, 2017 animated movies, English-language movies, American action comedy movies, American adventure movies, American animated movies, Computer-animated movies, Danish movies, Lego, Warner Bros. movies, Prequel movies
Derek Parfit	1942 births, 2017 deaths, British philosophers, British writers, People from Oxford
Battle of Austerlitz	Wars involving France, 19th century in Europe
Rogue One	2016 science fiction movies, American epic movies, American sequel movies, Prequel movies, Movie spin-offs, Star Wars movies
Richard Machowicz	1965 births, 2017 deaths, American martial artists, American military people, American television personalities, Cancer deaths in the United States, Deaths from brain cancer, People from Detroit, Michigan
Alfonso Wong	1925 births, 2017 deaths, Comics artists, Comics writers, Chinese writers, Deaths from multiple organ failure, Disease-related deaths in California, People from Hong Kong
Granny (orca)	1910s births, 2017 deaths, Cetaceans, Individual animals
Prince Oscar, Duke of Skåne	2016 births, Living people, Princes and princesses, Swedish royalty
SOCATA MS.880 Rallye	Aviation in France, Civil aircraft
Sir Thaddeus	Epic poems
Charles J. Colgan	1926 births, 2017 deaths, American military personnel of World War II, Businesspeople from Maryland, Businesspeople from Virginia, Cardiovascular disease deaths in Virginia, Politicians from Maryland, Politicians from Virginia, US Democratic Party politicians
Ivo Brešan	1936 births, 2017 deaths, Croatian screenwriters, Novelists, Playwrights, Yugoslavian people
Rolf Noskwith	1919 births, 2017 deaths, Alumni of the University of Cambridge, British businesspeople, British Jews, German Jews, Jewish businesspeople, Naturalised citizens of the United Kingdom, People from Chemnitz
Halal snack pack	Australia, Fast food
Diego Luna	1979 births, Living people, Actors from Mexico City, Child actors, Mexican movie actors, Mexican movie directors, Mexican television actors
Donnie Yen	1963 births, Living people, Actors from Hong Kong, Chinese movie directors, Choreographers, Judoka, Mixed martial artists, Chinese movie actors, Chinese movie producers, Chinese television actors
Hercules (2014 movie)	2014 movies, American movies, Movies based on Greek and Roman mythology
Igor Volk	1937 births, 2017 deaths, Colonels, Cosmonauts, Russian military people, Recipients of the Order of Lenin
René Ballet	1928 births, 2017 deaths, Communists, French journalists, French novelists, People from Auvergne-Rhône-Alpes
Wayne Westner	1961 births, 2017 deaths, People from Johannesburg, South African golfers, Sportspeople who committed suicide, Suicides by firearm
Rigging	Sailing, ships
Djoser	Pharaohs
Abdul Halim Jaffer Khan	1927 births, 2017 deaths, Deaths from cardiac arrest, Indian musicians, Composers
Sonny Perdue	1946 births, Living people, United States Secretaries of Agriculture, Veterinarians, Businesspeople from Georgia (U.S. state), Governors of Georgia (U.S. state), US Republican Party politicians
Joe Manganiello	1976 births, Living people, American movie actors, American television actors, American voice actors, American activists, American philanthropists, American movie directors, American movie producers, American television directors, American television producers, Actors from Pittsburgh, Pennsylvania, Writers from Pennsylvania
Deathstroke	DC Comics characters
Stoning	Capital punishment
Hypnic jerk	Sleep
Mads Mikkelsen	1965 births, Living people, Actors who played Bond villains, Danish movie actors, Danish television actors, People from Copenhagen, Voice actors
Jiang Wen	1963 births, Living people, Chinese television actors, Chinese movie directors, Chinese screenwriters, Chinese movie actors
Dick Latessa	Tony Award winning actors, Drama Desk Award winners, 1929 births, 2016 deaths, Deaths from heart failure, American movie actors, American television actors, American stage actors, Actors from Cleveland, Ohio, Actors from New York City
Sharpeville massacre	Apartheid-related violence, 20th century in South Africa
Tullio De Mauro	1932 births, 2017 deaths, Italian politicians, Italian writers, Linguists
Kafr Bara	Local government in Israel, Settlements in Israel, Villages in Asia
Snowy owl	Strigiformes
Poyang Lake	Lakes of China
Nanuqsaurus	Tyrannosaurids
Madoc (poem)	Epic poems
Arrondissements of the Bouches-du-Rhône department	Arrondissements of France, Provence-Alpes-Côte d'Azur
Arrondissement of Aix-en-Provence	Arrondissements of France, Provence-Alpes-Côte d'Azur
Arrondissement of Arles	Arrondissements of France, Provence-Alpes-Côte d'Azur
Arrondissement of Istres	Arrondissements of France, Provence-Alpes-Côte d'Azur
Nata de coco	Foods
Arrondissement of Marseille	Arrondissements of France, Provence-Alpes-Côte d'Azur
Carl Johnson	Video game characters
Nisha Ayub	Human rights activists
Justice for Sisters	Human rights organizations in Asia
Jeremy Stone	1935 births, 2017 deaths, Deaths from prostate cancer, Cancer deaths in California, American activists, Writers from New York City
Willie Evans	1937 births, 2017 deaths, American football players, Sportspeople from Buffalo, New York
Jordi Pagans i Monsalvatje	1932 births, 2017 deaths, Deaths from congestive heart failure, Spanish painters, People from Barcelona
Christopher Weeramantry	1926 births, 2017 deaths, Deaths from natural causes, Sri Lankan lawyers, Judges, People from Colombo
Om Puri	1950 births, 2017 deaths, Cardiovascular disease deaths in India, Deaths from myocardial infarction, Indian movie actors, Indian television actors, Haryana, Honorary Officers of the Order of the British Empire
Jill Saward	1965 births, 2017 deaths, Deaths from cerebral hemorrhage, English activists, Crime victims, English politicians, Writers from Liverpool
Penelope Wilton	1946 births, Living people, Actors from Yorkshire, English movie actors, English stage actors, English television actors, Knights and Dames Commander of the Order of the British Empire, People from North Yorkshire
Mighty Magiswords (International TV Series)	2005 American television series debuts, 2010 American television series endings, English-language television programs
Decoration of Honour for Services to the Republic of Austria	Austria, Orders, decorations, and medals, 1952 establishments in Europe, 20th century establishments in Austria
Mint (money)	Money, Manufacturing, Coins
Vlissingen	Port cities and towns of the North Sea, Cities in the Netherlands, Settlements in Zeeland, Municipalities of Zeeland
BOAC Flight 911	Aviation disasters in Asia, 1966, 1960s in Japan
Jerusalem Delivered	Epic poems
Bermuda rig	Sailing, ships
Agricultural fencing	Agriculture
Robotics	Robots
Outsourcing	Economics
Time in Armenia	Time by country, Armenia
SilkAir Flight 185	Aviation disasters in the 1990s, December events, 1997 in Asia
James Adomian	1980 births, Living people, American movie actors, American television actors, American voice actors, American radio actors, American comedians, American television personalities, American radio personalities, American television presenters, Actors from Omaha, Nebraska, Writers from Omaha, Nebraska
Grass jelly	Desserts
Sago	Carbohydrates, Food ingredients
Tapioca	Carbohydrates, Food ingredients
Konjac	Araceae, Plants of Asia
Iveta Mukuchyan	1986 births, Living people
Leg-of-mutton sail	Sailing
Medical laboratory	Health care
Central Africa Time	Time zones, Africa
Lelio Lagorio	1925 births, 2017 deaths, Italian politicians, People from Trieste, Socialist politicians
Buckingham Canal	Chennai District
Kosasthalaiyar River	Rivers of Tamil Nadu
Vattaparai Falls	Waterfalls, Bodies of water of Asia, Geography of India, Kanyakumari district
Agaya Gangai	Waterfalls, Bodies of water of Asia, Geography of India, Namakkal district
Tilikum (orca)	1981 births, 2017 deaths, Infectious disease deaths in the United States, Cetaceans, Individual animals
James Mancham	1939 births, 2017 deaths, Deaths from stroke, Presidents of Seychelles, Prime Ministers of Seychelles, Knights Commander of the Order of the British Empire
Nat Hentoff	1925 births, 2017 deaths, Deaths from natural causes, Critics, Writers from Boston, Massachusetts
Shameless (U.S. TV series)	2011 American television series debuts, American comedy-drama television series, Television series set in Chicago, Illinois, English-language television programs
Jerzy Kossela	1942 births, 2017 deaths, Polish musicians, Guitarists
Lech Trzeciakowski	1931 births, 2017 deaths, Deaths from cancer, Polish historians, People from Poznań, Polish writers
Ricardo Piglia	1941 births, 2017 deaths, Deaths from motor neurone disease, Argentine writers
Francine York	1936 births, 2017 deaths, Cancer deaths in California, American movie actors, American television actors, Actors from Minnesota
Tom Harpur	1929 births, 2017 deaths, Alumni of the University of Oxford, Anglican priests, Canadian Christians, Canadian journalists, Canadian radio personalities, Canadian television presenters, Christian theologians, Columnists, Writers from Toronto
Géori Boué	1918 births, 2017 deaths, French singers, People from Toulouse
Paul Goble	1933 births, 2017 deaths, Deaths from Parkinson's disease, Writers from Surrey
Brinicle	Oceans
Angelo Sodano	1927 births, Living people, Cardinals of the Roman Catholic Church, Italian Roman Catholics, People from Piedmont, Roman Catholic bishops
Spartak Belyaev	1923 births, 2017 deaths, Russian physicists, People from Moscow
Cedarosaurus	Sauropods, Dinosaurs of North America
Saurexallopus	Fossils
Dijon FCO	1990s establishments in France, 1998 establishments in Europe, French football clubs, Dijon
Otto Wichterle	Czech people, Chemists
Quentin Matsys	1460s births, 1530 deaths, Dutch painters
Peoria, Arizona	Cities in Arizona, 1954 establishments in the United States, 20th-century establishments in Arizona
Waterbed	Furniture
2017 Fort Lauderdale airport shooting	2017 mass shootings in the United States, 2017 murders in the United States, 2010s in Florida, Attacks on buildings and structures in the United States, Fort Lauderdale, Florida, January 2017 events, Mass murder in 2017, Mass murder in Florida, Massacres in the United States, Murders by firearm in Florida
Devil (Islam)	Islam
Punica	Myrtales
Unadilla, Georgia	Cities in Georgia (U.S. state)
Needed Me	Rihanna songs
Mentha arvensis	Lamiaceae, Plants of Asia
John Deely	1942 births, 2017 deaths, Cancer deaths in Pennsylvania, American philosophers, American educators, Writers from Pennsylvania, Writers from Chicago, People from Latrobe, Pennsylvania, Writers from Houston, Texas
Heinz Billing	1914 births, 2017 deaths, German centenarians, German computer scientists, German educators, German physicists, German writers, People from Saxony-Anhalt
Robert Lighthizer	1947 births, Living people, American lawyers, United States Trade Representatives, Politicians from Ohio, US Republican Party politicians
Lois Smith	Drama Desk Award winners, 1930 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, Actors from Kansas, People from Topeka, Kansas
Eddie Garcia	1925 births, 2019 deaths, Accidental deaths from falls, Filipino actors, Movie directors
Henry Haller	1923 births, 2020 deaths, Naturalized citizens of the United States, Swiss people, American chefs
Greg Jelks	1961 births, 2017 deaths, African-American baseball players, Australian sportspeople, Philadelphia Phillies players
Sex Tape (movie)	2014 comedy movies, 2010s sex comedy movies, American sex comedy movies, English-language movies, Movies about families, Movies about marriage, Movies about suburbia, Movies set in Los Angeles, California, Movies about pornography, Movies directed by Jake Kasdan
Michael Chamberlain	1944 births, 2017 deaths, New Zealand writers, Australian writers, Australian educators, New Zealand educators, Deaths from acute myeloid leukemia
Phil Rudd	1954 births, Living people, AC/DC, Australian criminals, Australian drummers, Australian rock musicians, Musicians from Melbourne, Rock and Roll Hall of Fame inductees, Rock drummers
Urk	Settlements in Flevoland, Municipalities of Flevoland, Former municipalities of North Holland, Former municipalities of Overijssel
Dokkum	Cities in Friesland, Noardeast-Fryslân
Ulf Dinkelspiel	1939 births, 2017 deaths, Cancer deaths in Sweden, Government ministers of Sweden, Politicians from Stockholm
Winschoten	Cities in the Netherlands, Settlements in Groningen (province), Former municipalities of Groningen (province), Oldambt
Zierikzee	Cities in the Netherlands, Settlements in Zeeland, Former municipalities of Zeeland, Schouwen-Duiveland
Torgny (village)	Former municipalities of Belgium, Luxembourg (Belgium)
Tithe	Religion
Gouda, Netherlands	Gouda, Cities in the Netherlands, Settlements in South Holland
Jacob Cats	1577 births, 1660 deaths, Dutch jurists, Dutch local politicians, Dutch poets, Dutch provincial politicians, Politicians from Zeeland, Writers from Zeeland
The Bottom	Saba, Capital cities in North America
ENAC Foundation	French Civil Aviation University
List of Baku metro stations	Baku Metro, Railway stations in Asia, Rail transport in Azerbaijan, Buildings and structures in Baku, Rail transport lists
La La Land (movie)	2016 romance movies, 2016 comedy-drama movies, 2010s musical movies, 2010s romantic comedy movies, 2010s romantic drama movies, American comedy-drama movies, American musical comedy movies, American romantic comedy movies, American romantic drama movies, Dance movies, English-language movies, Movies about entertainers, Movies set in Los Angeles, California
Angelica Ross	1980s births, Living people, Year of birth missing (living people), American LGBT rights activists, People from Kenosha, Wisconsin
Charlie Brotman	1927 births, Living people, Sportspeople from Washington, D.C.
Leanne Pittsford	1981 births, Living people, American LGBT rights activists, Lesbians, LGBT businesspeople, LGBT people from California, Businesspeople from San Diego, California
Deaths in 2017	2017 deaths, Index lists
Deaths in January 2017	2017 deaths, January 2017 events
Ramanuja Devnathan	1959 births, 2017 deaths, Deaths from myocardial infarction, Indian educators, Indian writers
Miriam Goldberg	1916 births, 2017 deaths, American centenarians, Businesspeople from Chicago
