Kristen Dalton (Miss USA)	1986 births, Beauty pageant winners, Actors from North Carolina, Living people
Subrahmanyam Jaishankar	1955 births, Indian politicians, Bharatiya Janata Party politicians, Living people, Ambassadors of India to the United States, Ambassadors to China
Trolls (movie)	2016 animated movies, 2016 comedy movies, 2010s musical movies, American animated movies, American musical comedy movies, DreamWorks Animation movies
Mukesh Tiwari	1969 births, Indian actors, Living people
Antonaves	Former communes in Hautes-Alpes
Base ten block	Mathematics
Arvieux	Communes in Hautes-Alpes
Orcières	Communes in Hautes-Alpes
Seal of the President of the United States	Presidency of the United States, Symbols of the United States
La Bâtie-Neuve	Communes in Hautes-Alpes
Flag of the President of the United States	Presidency of the United States, Flags of the United States
Video game programmer	Video game people, Computing
Josh Gottheimer	1975 births, Living people, People from Livingston, New Jersey, United States representatives from New Jersey, US Democratic Party politicians
Kathak	Dance in India
Survival game	Video game genres
New Jersey's 5th congressional district	New Jersey
Military service	Military
Amtali Upazila	Subdivisions of Bangladesh
Railhead (Philip Reeve novel)	2010s books
Black Light Express	2016 books
Station Zero	2018 books
Tachelhit language	Berber languages, Morocco
Jimi River frog	Animals of Oceania, Frogs
Jean Alexander	1926 births, 2016 deaths, English television actors, English stage actors, English voice actors, English autobiographers, Actors from Liverpool
Tillie's Punctured Romance (1914 movie)	1914 movies, 1910s comedy movies, American comedy movies, Movies based on plays, American silent movies, Movies directed by Mack Sennett
Timeline of national flags	National flags
Seventeen (South Korean band)	2010 establishments in South Korea, 2015 establishments in Asia, K-pop music groups, South Korean boy bands, Musical groups established in the 2010s
Batch processing	Computer protocols
Black Narcissus	1947 movies, 1940s drama movies, British drama movies, Movies based on books, Movies directed by Michael Powell, Movies directed by Emeric Pressburger
Les Orres	Communes in Hautes-Alpes
Vars, Hautes-Alpes	Communes in Hautes-Alpes
Bruis	Former communes in Hautes-Alpes
Papurana kreffti	Animals of Oceania, Frogs
Risoul	Communes in Hautes-Alpes
Rosans	Communes in Hautes-Alpes
2020 United States Senate election in Illinois	2020 United States Senate elections, 21st century in Illinois
Laye	Communes in Hautes-Alpes
Lazer, Hautes-Alpes	Communes in Hautes-Alpes
Dunlop Tyres	1985 establishments in the United States, 1985 establishments in the United Kingdom, Companies of the United States, Companies of the United Kingdom, Tire manufacturers
Goodyear Tire and Rubber Company	19th-century establishments in Ohio, 1898 establishments in the United States, Companies of the United States, Tire manufacturers, Akron, Ohio
Derek O'Brien (politician)	1961 births, Living people, Indian politicians
Dark Passage (movie)	1947 movies, 1940s thriller movies, American thriller movies, Movies based on books, Warner Bros. movies, Movies directed by Delmer Daves
Simon von Stampfer	1790s births, 1864 deaths, Austrian scientists, Mathematicians, Inventors
Stroboscopic disc	Animation, Optics
The Long Chance	1922 movies, 1920s western movies, American silent movies, American western movies, Movies directed by Jack Conway, Universal Pictures movies
Verzasca, Switzerland	2020 establishments in Switzerland, Municipalities of Ticino
Go and Get It	1920 movies, 1920s comedy movies, American mystery movies, American comedy movies, Movies directed by Marshall Neilan
Premier League Golden Glove	Premier League, Sports trophies and awards
Papurana milneana	Animals of Oceania, Frogs
Ten-Point Program	20th century in the United States, American civil rights
Lake Chuzenji	Lakes of Japan
Tokyo Ghoul	2011 manga
Clione	Gastropods
Iruma	Towns in Japan
Big Band Beat	Disney, Jazz music
Hokkaido (dog)	Dog breeds
Childcare benefits scandal	January 2021 events, 2020s in the Netherlands, 2010s in the Netherlands, Political scandals, Politics of the Netherlands
In This Corner of the World	2007 manga, 2011 television series debuts, 2016 movies, Japanese television dramas based on manga, Manga series
2021 Dutch general election	2021 elections, 2020s in the Netherlands, Elections in the Netherlands
Rohit Chopra	Living people, American political activists, Politicians from Massachusetts, Businesspeople from Massachusetts, Year of birth missing (living people), US Democratic Party politicians
Dinesh Trivedi	1950 births, Indian politicians, Living people
Anpanman	1973 television series debuts, Anime series based on manga, Children's television series
Summer Sonic Festival	2000 establishments in Japan, Music festivals, Festivals in Asia, Chiba Prefecture, Osaka
Red-shanked douc	Old World monkeys, Mammals of Asia
Inzai	Cities in Japan, Settlements in Chiba Prefecture
Automotive industry in Japan	Japan, Automotive technologies
Jissen Gakuen High School	Schools, Education in Japan, Buildings and structures in Tokyo
Comme des Garçons	1973 establishments in Asia, 1970s establishments in Japan, Fashion, Companies of Japan
Mika Ninagawa	Japanese movie directors, 1972 births, Biography articles of living people, Feminists
JO1	2020 establishments, 21st century establishments in Japan, Japanese boy bands
Derek O'Brien (footballer, born 1957)	1957 births, Living people, Irish footballers, Sportspeople from Dublin
Nara Juvenile Prison	Prisons, Buildings and structures in Japan, Nara Prefecture
Tatebayashi, Gunma	Cities in Japan, Settlements in Gunma Prefecture
Mamamoo	South Korean girl groups, 2014 establishments in Asia, 2010s establishments in South Korea
Shōdoshima	Islands of Japan, Kagawa Prefecture
Doutor Coffee	1976 establishments in Asia, 1970s establishments in Japan, Companies of Japan, Coffee houses
Shimofuri Myojo	Japanese comedians, Duos, People from Osaka, Living people, Year of birth missing (living people)
Warframe	2013 video games, Shooter video games, Nintendo Switch games, PlayStation 4 games, PlayStation 5 games, Windows games, Xbox One games
G. M. C. Balayogi	1951 births, 2002 deaths, Speakers of the Lok Sabha, Indian lawyers, Aviation deaths
Le Noyer, Hautes-Alpes	Communes in Hautes-Alpes
Aspremont, Hautes-Alpes	Communes in Hautes-Alpes
Baratier	Communes in Hautes-Alpes
Ronnie Spector	1943 births, Living people, African-American singers, Singers from New York City, Rock and Roll Hall of Fame inductees, The Ronettes members
Nedra Talley	1946 births, Living people, African-American singers, Rock and Roll Hall of Fame inductees, The Ronettes members
Edward Leung	1991 births, Living people, Chinese politicians, Activists from Hong Kong, Criminals, People from Hong Kong
Estelle Bennett	1941 births, 2009 deaths, African-American singers, Singers from New York City, Cancer deaths in New Jersey, Deaths from colorectal cancer, Rock and Roll Hall of Fame inductees, The Ronettes members
Be My Baby	1963 songs, Pop songs, R&B songs
Kanglatongbi	Villages in India, Manipur
The Ronettes discography	Discographies
Presenting the Fabulous Ronettes Featuring Veronica	1964 albums, R&B albums, Pop albums
Counterweight	Physics, Engineering
Paul Schneider (actor)	1976 births, American movie actors, American television actors, Living people, Actors from North Carolina, People from Asheville, North Carolina
King's Pawn Game	Chess openings
Stefano Cicchini	Italian artists, Living people
Sexual capital	Economics
Barcillonnette	Communes in Hautes-Alpes
Air fryer	Cooking appliances
Annasif Døhlen	1930 births, 2021 deaths, Norwegian painters, Sculptors
Ras malai	Indian food
2021 Ugandan general election	2021 elections, 2021 in Africa, January 2021 events, Uganda
Bobi Wine	1982 births, Living people, Ugandan politicians, African entertainers, African businesspeople, Singers, Movie actors
Elanga Buala	1964 births, 2021 deaths, Papua New Guinean people, Sprinters, Olympians
Pacific Games	1960s establishments in Oceania, 1963 establishments, Multi-sport events, Olympic Games
William Henry Barbour Jr.	1941 births, 2021 deaths, American judges, Politicians from Mississippi, People from Yazoo City, Mississippi, US Republican Party politicians
Robert Halley (politician)	1935 births, 2021 deaths, French mayors, French businesspeople
Bruce Bennett (Canadian football)	1944 births, 2021 deaths, Deaths from pneumonia, Deaths from the COVID-19 pandemic in the United States, American football safeties, Sportspeople from Georgia (U.S. state)
Wim de Graaff	1931 births, 2021 deaths, Coaches, Dutch Olympians, Speed skaters, Sportspeople from Rotterdam
Peter Nottet	1944 births, Living people, Dutch Olympic bronze medalists, Speed skaters, Sportspeople from The Hague
Bridget Rowe	1950 births, 2021 deaths, British journalists, Deaths from the COVID-19 pandemic in the United Kingdom
Benjamin F. Gibson	1931 births, 2021 deaths, American judges, Politicians from Alabama, Politicians from Michigan, US Democratic Party politicians
Michel Gravel (photographer)	1936 births, 2021 deaths, Canadian photographers, Canadian journalists, Photojournalists, People from Montreal
Nelson Nieves	1934 births, 2021 deaths, Venezuelan sportspeople, Olympians, People from Caracas
Jan de Vries	1944 births, 2021 deaths, Deaths from cardiac arrest, Motorcycle racers, Sportspeople from Friesland
Larry Willoughby	1947 births, 2021 deaths, Deaths from the COVID-19 pandemic in the United States, American country singers, American singer-songwriters, Businesspeople from Texas, Singers from Texas, Writers from Texas
James White (New Mexico politician)	Year of birth missing, 2021 deaths, 1943 births, State legislators of the United States, Politicians from New Mexico, US Republican Party politicians, Politicians from Albuquerque, New Mexico
Sharon Begley	1956 births, 2021 deaths, American journalists, Writers from Boston, Massachusetts, People from Englewood, New Jersey, Writers from New Jersey
Ben Thanh Market	Retail markets, Buildings and structures in Vietnam
2020 United States Senate election in Nebraska	2020 United States Senate elections, Nebraska
Chord chart	Musical notation
Virtue signalling	Human behavior
Juan Carlos Copes	1931 births, 2021 deaths, People from Buenos Aires, Deaths from the COVID-19 pandemic in Argentina, Dancers, Choreographers
María Nieves	1938 births, Living people, Dancers, Choreographers, People from Buenos Aires
Chris Cramer	1948 births, 2021 deaths, BBC people, CNN people, British journalists, People from Portsmouth, Cancer deaths in England
György Handel	1959 births, 2021 deaths, Hungarian footballers, Sportspeople from Budapest, Deaths from the COVID-19 pandemic in Hungary
Pave Maijanen	1950 births, 2021 deaths, Deaths from motor neurone disease, Finnish musicians, Finnish singers, Finnish writers, Songwriters, Keyboardists, Drummers, Guitarists, Record producers, Eurovision Song Contest entrants
Schroders	1800s establishments in the United Kingdom, 1804 establishments in Europe, Companies of the United Kingdom
Sergi Mingote	1971 births, 2021 deaths, Politicians from Barcelona, Mountain climbers, Accidental deaths from falls
Parets del Vallès	Cities in Catalonia, Municipalities in Catalonia
Bheki Ntuli	1957 births, 2021 deaths, Deaths from the COVID-19 pandemic in South Africa, South African politicians
Sayidiman Suryohadiprojo	1927 births, 2021 deaths, Military people, Indonesian politicians, Ambassadors of Indonesia
Ibaté	Municipalities in São Paulo (state)
Arturo Tizón	1984 births, 2021 deaths, Spanish sportspeople, Deaths in sport
Pedro Trebbau	1929 births, 2021 deaths, German scientists, Venezuelan people, Zoologists
Paul Varelans	1969 births, 2021 deaths, Deaths from the COVID-19 pandemic in the United States, American mixed martial artists, Sportspeople from California
Nikolay Antoshkin	1942 births, 2021 deaths, Russian military people, Russian politicians, Deaths from the COVID-19 pandemic in Russia
Dave Arnold (politician)	1971 births, 2021 deaths, Deaths from brain cancer, State legislators of the United States, American lawyers, Politicians from Pennsylvania, US Republican Party politicians
Jacques Bral	1948 births, 2021 deaths, French movie directors, French movie producers, French screenwriters, French painters, People from Tehran
Harry T. Edwards	1940 births, Living people, American judges, American lawyers, Politicians from New York City, Politicians from Washington, D.C., US Democratic Party politicians
Abel Gabuza	1955 births, 2021 deaths, Roman Catholic bishops, South African people, Deaths from the COVID-19 pandemic in South Africa
Ghulam Mustafa Khan (singer)	1931 births, 2021 deaths, Indian musicians
.org	1985 establishments, Non-profit organizations, Top-level domains
First Rutte cabinet	Cabinets of the Netherlands, 2010 establishments in the Netherlands
Jubril Martins-Kuye	1942 births, 2021 deaths, Nigerian politicians
Sammy Nestico	1924 births, 2021 deaths, American composers, Musicians from Pittsburgh, Pennsylvania, American jazz musicians
Vincent M. Rizzotto	1931 births, 2021 deaths, Roman Catholic bishops, People from Houston, Texas
József Sas	1939 births, 2021 deaths, Deaths from the COVID-19 pandemic in Hungary, Hungarian stage actors, Comedians, Theatre directors
Philip Wilson (bishop)	1950 births, 2021 deaths, Australian Roman Catholics, Roman Catholic archbishops, People from Adelaide
La Beaume	Communes in Hautes-Alpes
Jean-Pierre Bacri	1951 births, 2021 deaths, French screenwriters, French movie actors, French television actors, Algerian people, Cancer deaths in France
Ceillac	Communes in Hautes-Alpes
Carlos Burga	1952 births, 2021 deaths, Peruvian people, Boxers, Olympians, Deaths from the COVID-19 pandemic in Peru
Joshua Kyeremeh	2021 deaths, Year of birth missing, Deaths from the COVID-19 pandemic in Ghana, Ghanaian politicians
Josep Mestres Quadreny	1929 births, 2021 deaths, Spanish composers
Francisco Daniel Rivera Sánchez	1955 births, 2021 deaths, Deaths from the COVID-19 pandemic in Mexico, Roman Catholic bishops, Mexican people
Pro-Life Action League	1980s establishments in Illinois, 1980 establishments in the United States, Abortion, Political organizations based in the United States, Chicago, Illinois
Juan Carlos Tabío	1943 births, 2021 deaths, Cuban screenwriters, Movie directors
William Vickrey	1914 births, 1996 deaths, American Protestants, Columbia University faculty, Columbia University alumni, People from Victoria, British Columbia
Chris Bauer	1956 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, Actors from Los Angeles, California
K. V. Vijayadas	1959 births, 2021 deaths, Indian politicians, Deaths from cerebral hemorrhage
Fernanda Urrejola	1981 births, Living people, People from Santiago, Chilean movie actors, Chilean television actors
Molly Bernard	1988 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, LGBT actors, Lesbians, Actors from New York City
Jerry Ferrara	1979 births, Living people, American movie actors, American television actors, American stage actors, American voice actors, Actors from New York City
Ramji Lal	1930 births, 2021 deaths, Indian politicians
Anatoliy Vishnevskiy	Russian academics, Economists, 1935 births, 2021 deaths
Jon Arnett	1935 births, 2021 deaths, Deaths from heart failure, Los Angeles Rams players, Chicago Bears players, Sportspeople from Los Angeles, California
Svavar Gestsson	1944 births, 2021 deaths, Icelandic politicians, Ambassadors
Maria Koterbska	1924 births, 2021 deaths, Polish singers
Dündar Ali Osman	1930 births, 2021 deaths, Turkish people
David Richardson (writer)	1955 births, 2021 deaths, Deaths from heart failure, American television producers, American television writers, Cancer survivors
V. Shanta	1927 births, 2021 deaths, Deaths from myocardial infarction, Indian scientists
Dani Shmulevich-Rom	1940 births, 2021 deaths, Deaths from cancer, Israeli footballers
Sinclair Hood	1917 births, 2021 deaths, British archaeologists, British academics, British centenarians
Emanuele Macaluso	1924 births, 2021 deaths, Italian journalists, Italian politicians, Italian activists, Trade unionists, Accidental deaths from falls
University of San Diego	1940s establishments in California, 1949 establishments in the United States, Colleges and universities in California, Buildings and structures in San Diego, California
Süleyman I of Rüm	11th century births, 11th century deaths, Turkish people
Papurana papua	Animals of Oceania, Frogs
Zakraoui	Names
Ihor Pohodin	1974 births, Living people
Kyiv School of Economics	20th century establishments in Ukraine, 1996 establishments in Europe, Colleges and universities in Ukraine, Schools, Kiev
Ring girl	Occupations, Boxing, Martial arts, Professional wrestling
ChuckleVision	1980s British television series, 1990s British television series, 2000s British television series, 1980s children's television series, 1990s children's television series, 2000s children's television series, 1987 television series debuts, 2009 British television series endings, BBC Television programmes, Television series about brothers
American Name Society	Linguistics, 1952 establishments in the United States, Non-profit organizations of the United States
Japanese battleship Musashi	Warships
Kilmainham Gaol	Buildings and structures in Ireland, Prisons
Gallagher	1946 births, Living people, American comedians, People from Tampa, Florida
Katy Carmichael	1970 births, Living people, English television actors, English movie actors, English comedians, Actors from Liverpool
Sarah-Jane Potts	1976 births, Living people, English child actors, English television actors, English movie actors, Actors from Bradford, People from Yorkshire
Dead Reckoning (movie)	1947 movies, 1940s mystery movies, American mystery movies, Movies directed by John Cromwell
New York's 4th congressional district	Congressional districts of New York (state)
Caste (movie)	1930 movies, 1930s drama movies, British drama movies, Movies based on plays
The Petrified Forest	1936 movies, 1930s crime movies, 1930s drama movies, American crime drama movies, Movies based on plays, Warner Bros. movies, Movies directed by Archie Mayo
New York's 24th congressional district	Congressional districts of New York (state)
Second inauguration of Barack Obama	Barack Obama, United States presidential inaugurations, 2013 in the United States, January 2013 events
The Ellen DeGeneres Show	2000s American television series, 2003 American television series debuts, 2003 in television, 2010s American television series, American LGBT television programs, American television talk shows, Comedy television series, Emmy Award winning programs, English-language television programs
Laura Aikman	1985 births, Living people, English child actors, English television actors, English movie actors, English stage actors, Actors from London
General Secretary of the Workers' Party of Korea	North Korea
Chairman of the Workers' Party of Korea	North Korea
Manpur	Towns in Pakistan
Rendezvous with Annie	1946 movies, 1940s comedy movies, American comedy movies, Movies directed by Allan Dwan
Up in Central Park	1948 movies, 1940s musical movies, 1940s comedy movies, American musical movies, American comedy movies, Movies based on plays, Movies directed by William A. Seiter
Moss Rose (movie)	1947 movies, 1940s mystery movies, 1940s thriller movies, American mystery movies, American thriller movies, 20th Century Fox movies, Movies based on books, Movies directed by Gregory Ratoff
Rush Hour 2	2000s action comedy movies, 2001 comedy movies, American action comedy movies, Movies directed by Brett Ratner, Multilingual movies
RDS Group	Companies, Ukraine, Transport
JSTOR	1995 establishments in the United States, American websites, Libraries in the United States
Brian Trueman	1932 births, Living people, People from Manchester, English television presenters, English children's writers, English voice actors, English television writers, English screenwriters
Víctor Crisólogo	1952 births, 2021 deaths, Peruvian politicians, Deaths from the COVID-19 pandemic in Peru
Sutton Foster	1975 births, Living people, Drama Desk Award winners, Tony Award winning actors, American movie actors, American television actors, American stage actors, American voice actors, American dancers, Actors from Georgia (U.S. state), Singers from Georgia (U.S. state)
Muriel Grossfeld	1940 births, 2021 deaths, American gymnasts, American Olympians, Sportspeople from New York City
Roger Machin	1926 births, 2021 deaths, Referees, People from Toulon
Junior Mance	1928 births, 2021 deaths, American composers, American jazz musicians, American pianists, Musicians from Illinois, People from Evanston, Illinois
José Alves	1934 births, 2021 deaths, Brazilian footballers
Cesare Maestri	1929 births, 2021 deaths, Italian writers, Mountain climbers
Gustavo Peña	1942 births, 2021 deaths, Mexican footballers, Mexican football managers
Stephanie Seymour	1968 births, Living people, American movie actors, American television actors, Actors from San Diego, California, Models from San Diego, California
Windows Phone 8	Microsoft operating systems
Lubomir Kavalek	1943 births, 2021 deaths, Naturalized citizens of the United States, Czech people, American chess players
Ákos Kriza	1965 births, 2021 deaths, Romanian politicians, Hungarian politicians, Economists, Mayors
Chuck Mills	1928 births, 2021 deaths, Deaths from pneumonia, Deaths from multiple organ failure, American football coaches, Sportspeople from Chicago
Henryk Ostrowski	1960 births, 2021 deaths, Polish politicians
Jimmie Rodgers (pop singer)	1933 births, 2021 deaths, American rock guitarists, American country guitarists, American folk musicians, American folk singers, American rock singers, American country singers, American pianists, Musicians from Washington, Singers from Washington
Camas, Washington	Cities in Washington (U.S. state)
Gatot Sudjito	1960 births, 2021 deaths, Indonesian politicians, Deaths from the COVID-19 pandemic in Indonesia
Don Sutton	1945 births, 2021 deaths, Cancer deaths in California, Los Angeles Dodgers players, Houston Astros players, Milwaukee Brewers players, Oakland Athletics players, California Angels players, Sportspeople from Alabama
Giovanni Zucchi	1931 births, 2021 deaths, Italian Olympians, Olympic bronze medalists, Rowers
Sibusiso Moyo	1961 births, 2021 deaths, Zimbabwe politicians, Generals, Deaths from the COVID-19 pandemic in Zimbabwe
Lâm Quang Thi	1932 births, 2021 deaths, Vietnamese people, Generals, Deaths from the COVID-19 pandemic in the United States
Danial Jahić	1979 births, 2021 deaths, Deaths from the COVID-19 pandemic in Serbia, Long jumpers, Serbian sportspeople, Olympians
Nombulelo Hermans	1970 births, 2021 deaths, Deaths from the COVID-19 pandemic in South Africa, South African politicians, Women politicians
Xavier Hunault	1923 births, 2021 deaths, French mayors
John Joseph Ryba	1929 births, 2021 deaths, State legislators of the United States, Politicians from Chicago, Politicians from Wisconsin, US Democratic Party politicians
Robinson Township, Allegheny County, Pennsylvania	Townships in Pennsylvania
Robinson Township, Washington County, Pennsylvania	Townships in Pennsylvania
Cry Macho (movie)	2021 movies, 2020s drama movies, American drama movies, American western movies, English-language movies, Movies directed by Clint Eastwood, Warner Bros. movies, HBO Max
N. Richard Nash	1913 births, 2000 deaths, American playwrights, American novelists, Writers from Philadelphia, Pennsylvania
Decatur, Tennessee	Towns in Tennessee, County seats in Tennessee
Decaturville, Tennessee	Towns in Tennessee, County seats in Tennessee
Parsons, Tennessee	Cities in Tennessee
Shabestar	Cities in Iran, East Azarbaijan Province
Bo Welch	1951 births, Living people, American production designers, Best Production Design BAFTA Award winners, Movie directors from Pennsylvania, People from Yardley, Pennsylvania, University of Arizona alumni
Moluccas frog	Animals of Asia, Frogs
Cap	Headgear
Maxime Verhagen	1956 births, Living people, Christian Democratic Appeal politicians, Deputy Prime Ministers of the Netherlands, Dutch businesspeople, Dutch councillors, Dutch historians, Dutch Roman Catholics, Former leaders of political parties in the Netherlands, Former members of the House of Representatives of the Netherlands, Former MEPs, Government ministers of the Netherlands, MEPs for the Netherlands, People from Maastricht, Politicians from Limburg (Netherlands), Writers from Limburg (Netherlands)
Poop deck	Ship building
1991 Georgian independence referendum	1991 in Asia, 1991 in Europe, History of Georgia (country)
New York's 9th congressional district	Congressional districts of New York (state)
He Loves to Fly and He D'ohs	The Simpsons episodes, 2007 television episodes
New York's 1st congressional district	Congressional districts of New York (state)
New York's 20th congressional district	Congressional districts of New York (state)
New York's 6th congressional district	Congressional districts of New York (state)
New York's 19th congressional district	Congressional districts of New York (state)
New York's 27th congressional district	Congressional districts of New York (state)
New York's 13th congressional district	Congressional districts of New York (state)
Dharmaśāstra	Hindu texts, Religious behavior and experience, Law
Thermopause	Atmosphere, Earth sciences
Fear Strikes Out	1957 drama movies, American drama movies, Movies based on books, Movies directed by Robert Mulligan
Australian plate	Tectonic plates, Indian Ocean, Australia
Casanova's Big Night	1954 comedy movies, American comedy movies, Movies directed by Norman Z. McLeod
The Kid from Brooklyn	1946 movies, 1940s musical movies, 1940s comedy movies, American musical movies, American comedy movies, Movies directed by Norman Z. McLeod
The Razor's Edge	1946 movies, 1940s drama movies, 1940s romance movies, American romantic drama movies, Movies based on books, 20th Century Fox movies, Movies directed by Edmund Goulding
List of heads of state of the Central African Republic	Presidents of the Central Africa Republic
List of heads of government of the Central African Republic	Prime Ministers of the Central African Republic
Firmin Ngrébada	Living people, 1968 births, Prime Ministers of the Central African Republic, Current national leaders
Zoë Bell	1978 births, Living people, Stuntmen, New Zealand movie actors
Don Stroud	1943 births, Living people, Surfers, American movie actors, American television actors, American voice actors, American stage actors, Actors from Honolulu, Musicians from Hawaii
Lindsay Hartley	1978 births, Living people, American movie actors, American television actors, Actors from California, People from Palm Springs, California
Carmen Carrera	1985 births, Living people, American movie actors, American television actors, LGBT models, LGBT actors, American LGBT rights activists, LGBT people from New Jersey, Models from New Jersey, Actors from New Jersey
Elmwood Park, New Jersey	Boroughs in New Jersey
Fantastic Mr. Fox (movie)	2009 comedy movies, 2009 animated movies, American comedy movies, American animated movies, Movies directed by Wes Anderson, Movies based on books
Isle of Dogs (movie)	2018 science fiction movies, 2018 comedy movies, 2018 animated movies, 2018 drama movies, American science fiction movies, American comedy movies, American animated movies, American drama movies, Movies directed by Wes Anderson
Boris Zaborov	1935 births, 2021 deaths, Belarusian people, Painters
Mike Sadek	1946 births, 2021 deaths, San Francisco Giants players, Sportspeople from Minneapolis, Minnesota, Cardiovascular disease deaths in California, Deaths from lung disease
John Baptist Kaggwa	1943 births, 2021 deaths, Deaths from the COVID-19 pandemic in Uganda, Roman Catholic bishops, Ugandan people
Lars Westman (writer)	Swedish journalists, 1934 births, 2021 deaths, Swedish novelists
James D. Heiple	1933 births, 2021 deaths, American lawyers, American judges, Politicians from Illinois, People from Peoria, Illinois, US Republican Party politicians, Deaths from cerebral hemorrhage
Tom Prebble	1945 births, 2021 deaths, Educators, People from Wellington
Barbara Gronemus	1931 births, 2021 deaths, State legislators of the United States, Politicians from Wisconsin, US Democratic Party politicians
Norwalk, Wisconsin	Villages in Wisconsin, Monroe County, Wisconsin
Blair, Wisconsin	Cities in Wisconsin, Trempealeau County, Wisconsin
Gerald Wiegert	1945 births, 2021 deaths, Engineers from Michigan, Businesspeople from Michigan, People from Dearborn, Michigan
Benjamin de Rothschild	1963 births, 2021 deaths, Deaths from myocardial infarction, Bankers, French businesspeople
Nadine de Rothschild	1932 births, Living people, French writers, French movie actors, French stage actors
Socialist Republic of Romania	1940s establishments in Romania, 1947 establishments in Europe, 1989 disestablishments in Europe, Former countries in Europe, Former countries in the Balkans, Former socialist republics, States and territories established in the 1940s, States and territories disestablished in the 20th century
Paincourtville, Louisiana	Census-designated places in Louisiana
Devi Shetty	1953 births, Indian philanthropists, Living people
Andy Powell	1950 births, Living people, English guitarists, Singer-songwriters from London
Radio Data System	Radio technology, Everyday life
Papurana novaeguineae	Animals of Oceania, Frogs
Orange banana	Musaceae
Electrecord	20th century establishments in Romania, 1932 establishments in Europe, Record labels, Classical music, Jazz music, Pop music, Rock music, World music, Electronic music, Electronic music record labels
2003 Georgian constitutional referendum	Referendums
Dr. Julia Hoffman	Television characters, Movie characters, Fictional characters introduced in the 1960s
2013-14 Atlantic winter storms in Europe	2013 in weather, 2014 in weather
New York's 11th congressional district	Congressional districts of New York (state)
New York's 23rd congressional district	Congressional districts of New York (state)
The Heiress	1949 movies, 1940s romance movies, 1940s drama movies, American romantic drama movies, Movies based on plays, Movies based on books, Movies directed by William Wyler
New York's 16th congressional district	Congressional districts of New York (state)
The Best Years of Our Lives	1946 movies, 1940s war movies, 1940s drama movies, American drama movies, World War II movies, Best Picture Oscar, Movies based on books, Movies directed by William Wyler
Dragonwyck (movie)	1946 movies, 1940s drama movies, American drama movies, Movies based on books, Movies directed by Joseph L. Mankiewicz
Red (Pokémon)	Pokémon characters, Anime characters
List of Members of the U.S. House of Representatives	United States-related lists, United States House of Representatives
Alabama's 2nd congressional district	Congressional districts of Alabama
Barry Moore (Alabama politician)	1966 births, United States representatives from Alabama, People from Enterprise, Alabama, US Republican Party politicians, Living people
Criss Cross (1949 movie)	1949 movies, 1940s crime movies, 1940s drama movies, American crime drama movies, Movies based on books, Movies directed by Robert Siodmak
Alabama's 3rd congressional district	Congressional districts of Alabama
Mike Rogers (Alabama politician)	1958 births, United States representatives from Indiana, People from Hammond, Indiana, US Republican Party politicians, Living people
Cobra roll	Roller coasters
30 Hudson Yards	2010s establishments in New York (state), 2019 establishments in the United States, Skyscrapers in New York City, Buildings and structures in Manhattan, Buildings and structures completed in the 21st century
Keith Valigura	1957 births, 2021 deaths, State legislators of the United States, Politicians from Texas, US Republican Party politicians
National University of Kyiv-Mohyla Academy	1610s establishments in Europe, 1615 establishments, Establishments in Ukraine, Colleges and universities in Ukraine, Kiev
Kotoraantkari	Settlements in Georgia (country)
Peter Mogila	1596 births, 1647 deaths
William Fey	1942 births, 2021 deaths, Roman Catholic bishops, People from Pittsburgh, Pennsylvania
Louis Giani	1934 births, 2021 deaths, American wrestlers, American Olympians, Sportspeople from New York City
Meherzia Labidi Maïza	1963 births, 2021 deaths, Deaths from the COVID-19 pandemic, Translators, Tunisian politicians
Assembly of the Representatives of the People	Tunisia, Politics of Tunisia
Dysautonomia	Diseases
Mira Furlan	1955 births, 2021 deaths, Naturalized citizens of the United States, Croatian actors, American movie actors, American television actors, American stage actors, American voice actors, American video game actors, Actors from Los Angeles, California, Singers from Los Angeles, California, People from Zagreb, Deaths from West Nile virus
Babylon 5	1993 American television series debuts, 1998 American television series endings, American science fiction television series
Maryna Poroshenko	1962 births, Living people
Jack London (businessman)	1937 births, 2021 deaths, Businesspeople from Oklahoma
John Russell (musician)	1954 births, 2021 deaths
Dominic J. Squatrito	1938 births, 2021 deaths, American judges, Politicians from Hartford, Connecticut, US Democratic Party politicians
Theme Building	Buildings and structures completed in the 20th century, Buildings and structures in Los Angeles, California
Ted Thompson	1953 births, 2021 deaths, Tennessee Titans players, Green Bay Packers, American football linebackers, Sportspeople from Texas, Deaths from autoimmune disease
José Pampuro	1949 births, 2021 deaths, Cancer deaths in Argentina, Argentine politicians, People from Buenos Aires
Edgar Kaminskyi	1985 births, Living people
Orpierre	Communes in Hautes-Alpes
Anthony Mwamba	1960 births, 2021 deaths, Deaths from the COVID-19 pandemic, Zambian sportspeople, Olympians, Boxers
Bogomolets National Medical University	Establishments in Ukraine, 1841 establishments in Europe, Colleges and universities in Europe, Buildings and structures in Ukraine, Kiev, Medical education
Space Age	Space, History
Nossage-et-Bénévent	Communes in Hautes-Alpes
Jackson Mthembu	1958 births, 2021 deaths, Deaths from the COVID-19 pandemic in South Africa, South African politicians
Windows Phone 7	Microsoft operating systems, Smartphones
Jerry Kiernan	1953 births, 2021 deaths, Irish Olympians
